Facility ID,Hospital Name,Detailed Region,Region,Procedure,Year of Hospital Discharge,Number of Cases,Number of Deaths,Observed Mortality Rate,Expected Mortality Rate,Risk-Adjusted Mortality Rate,Lower Limit of Confidence Interval,Upper Limit of Confidence Interval,Comparison Results
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Non-Emergency PCI,2012,1407,10,0.71,0.59,0.77,0.37,1.42,Rate not different than Statewide Rate
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2012,185,0,0.00,0.69,0.00,0.00,1.86,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2012,749,4,0.53,0.83,0.41,0.11,1.06,Rate not different than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2012,523,4,0.76,0.54,0.91,0.25,2.34,Rate not different than Statewide Rate
746,M I Bassett Hospital,Capital District,Capital District,Non-Emergency PCI,2012,281,2,0.71,0.59,0.77,0.09,2.78,Rate not different than Statewide Rate
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2012,67,0,0.00,0.61,0.00,0.00,5.80,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Non-Emergency PCI,2012,574,1,0.17,0.65,0.17,0.00,0.95,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Non-Emergency PCI,2012,405,2,0.49,0.69,0.46,0.05,1.65,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012,1191,6,0.50,0.58,0.56,0.20,1.21,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012,4571,13,0.28,0.51,0.36,0.19,0.62,Rate significantly lower than Statewide Rate
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012,400,5,1.25,0.76,1.06,0.34,2.48,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,928,5,0.54,0.68,0.51,0.16,1.19,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Non-Emergency PCI,2012,1132,15,1.33,0.52,1.65,0.92,2.71,Rate significantly higher than Statewide Rate
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012,2620,8,0.31,0.65,0.30,0.13,0.59,Rate significantly lower than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,Non-Emergency PCI,2012,469,3,0.64,0.55,0.75,0.15,2.20,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012,1305,13,1.00,0.85,0.76,0.40,1.29,Rate not different than Statewide Rate
0,NYS - All Hospitals,New York State,New York State,Non-Emergency PCI,2012,38762,249,0.64,0.64,0.64,,,Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012,1085,5,0.46,0.47,0.63,0.20,1.47,Rate not different than Statewide Rate
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2012,448,3,0.67,0.72,0.60,0.12,1.75,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2012,1303,8,0.61,0.77,0.51,0.22,1.01,Rate not different than Statewide Rate
756,Samaritan Hospital,Capital District,Capital District,Non-Emergency PCI,2012,153,1,0.65,0.35,1.21,0.02,6.75,Rate not different than Statewide Rate
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,403,3,0.74,0.53,0.91,0.18,2.65,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,501,4,0.80,0.85,0.60,0.16,1.54,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Non-Emergency PCI,2012,803,3,0.37,0.69,0.35,0.07,1.02,Rate not different than Statewide Rate
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Non-Emergency PCI,2012,83,0,0.00,0.79,0.00,0.00,3.61,Rate not different than Statewide Rate
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,190,1,0.53,0.58,0.59,0.01,3.26,Rate not different than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,Non-Emergency PCI,2012,585,4,0.68,0.80,0.55,0.15,1.41,Rate not different than Statewide Rate
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,2128,14,0.66,0.68,0.62,0.34,1.04,Rate not different than Statewide Rate
630,St. Josephs Hospital,Central NY,Central NY,Non-Emergency PCI,2012,1560,10,0.64,0.60,0.68,0.33,1.26,Rate not different than Statewide Rate
694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2012,261,2,0.77,0.74,0.66,0.07,2.40,Rate not different than Statewide Rate
5,St. Peters Hosp.,Capital District,Capital District,Non-Emergency PCI,2012,487,4,0.82,0.63,0.84,0.23,2.15,Rate not different than Statewide Rate
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2012,621,3,0.48,0.67,0.46,0.09,1.36,Rate not different than Statewide Rate
58,UHS-Wilson Med Ctr,Central NY,Central NY,Non-Emergency PCI,2012,491,4,0.81,0.64,0.82,0.22,2.11,Rate not different than Statewide Rate
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2012,196,3,1.53,0.57,1.73,0.35,5.06,Rate not different than Statewide Rate
1302,Univ. Brooklyn @ LICH,Kings,NY Metro - NYC,Non-Emergency PCI,2012,194,1,0.52,0.53,0.62,0.01,3.48,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Non-Emergency PCI,2012,248,0,0.00,0.82,0.00,0.00,1.16,Rate not different than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,948,10,1.05,0.86,0.79,0.38,1.45,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,Non-Emergency PCI,2012,157,4,2.55,1.04,1.57,0.42,4.02,Rate not different than Statewide Rate
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2012,480,6,1.25,0.65,1.23,0.45,2.68,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2012,325,3,0.92,0.89,0.66,0.13,1.94,Rate not different than Statewide Rate
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2012,225,3,1.33,0.65,1.33,0.27,3.88,Rate not different than Statewide Rate
511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,831,4,0.48,0.72,0.43,0.12,1.10,Rate not different than Statewide Rate
1,Albany Med. Ctr,Capital District,Capital District,Emergency PCI,2011-2013,529,27,5.10,2.63,5.45,3.59,7.93,Rate significantly higher than Statewide Rate
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2011-2013,314,7,2.23,2.80,2.24,0.90,4.61,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Emergency PCI,2011-2013,336,8,2.38,2.80,2.39,1.03,4.70,Rate not different than Statewide Rate
1178,Bronx-Lebanon-Cncourse,Bronx,NY Metro - NYC,Emergency PCI,2011-2013,183,5,2.73,2.62,2.94,0.95,6.85,Rate not different than Statewide Rate
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,Emergency PCI,2011-2013,181,7,3.87,2.85,3.82,1.53,7.86,Rate not different than Statewide Rate
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2011-2013,907,30,3.31,2.53,3.68,2.48,5.25,Rate not different than Statewide Rate
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Emergency PCI,2011-2013,167,4,2.40,2.15,3.12,0.84,8.00,Rate not different than Statewide Rate
135,Champ.Valley Phys Hosp,Capital District,Capital District,Emergency PCI,2011-2013,403,15,3.72,2.76,3.79,2.12,6.25,Rate not different than Statewide Rate
636,Crouse Hospital,Central NY,Central NY,Emergency PCI,2011-2013,245,7,2.86,3.11,2.58,1.03,5.32,Rate not different than Statewide Rate
829,Ellis Hospital,Capital District,Capital District,Emergency PCI,2011-2013,526,9,1.71,2.10,2.29,1.05,4.35,Rate not different than Statewide Rate
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Emergency PCI,2011-2013,414,13,3.14,2.72,3.24,1.73,5.55,Rate not different than Statewide Rate
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2011-2013,173,3,1.73,2.68,1.82,0.37,5.32,Rate not different than Statewide Rate
599,Faxton - St. Lukes,Central NY,Central NY,Emergency PCI,2011-2013,143,8,5.59,2.83,5.56,2.39,10.96,Rate not different than Statewide Rate
1005,Glens Falls Hospital,Capital District,Capital District,Emergency PCI,2011-2013,208,4,1.92,1.92,2.81,0.76,7.19,Rate not different than Statewide Rate
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2011-2013,447,12,2.68,2.80,2.70,1.39,4.71,Rate not different than Statewide Rate
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2011-2013,250,7,2.80,2.12,3.72,1.49,7.66,Rate not different than Statewide Rate
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2011-2013,225,2,0.89,1.78,1.40,0.16,5.07,Rate not different than Statewide Rate
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Emergency PCI,2011-2013,479,19,3.97,2.19,5.08,3.06,7.94,Rate significantly higher than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2011-2013,284,9,3.17,3.30,2.70,1.23,5.13,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Emergency PCI,2011-2013,624,6,0.96,2.07,1.31,0.48,2.84,Rate not different than Statewide Rate
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2011-2013,195,8,4.10,5.10,2.26,0.97,4.45,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2011-2013,658,17,2.58,4.28,1.70,0.99,2.72,Rate significantly lower than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2011-2013,613,8,1.31,1.90,1.93,0.83,3.81,Rate not different than Statewide Rate
746,M I Bassett Hospital,Capital District,Capital District,Emergency PCI,2011-2013,262,6,2.29,2.26,2.85,1.04,6.20,Rate not different than Statewide Rate
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2011-2013,136,3,2.21,1.80,3.44,0.69,10.05,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Emergency PCI,2011-2013,358,11,3.07,2.33,3.70,1.85,6.62,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Emergency PCI,2011-2013,390,10,2.56,3.00,2.40,1.15,4.42,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Emergency PCI,2011-2013,449,16,3.56,3.28,3.05,1.74,4.95,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2011-2013,394,11,2.79,3.62,2.17,1.08,3.88,Rate not different than Statewide Rate
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Emergency PCI,2011-2013,255,13,5.10,3.80,3.78,2.01,6.46,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2011-2013,917,12,1.31,2.63,1.40,0.72,2.44,Rate significantly lower than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Emergency PCI,2011-2013,223,9,4.04,3.87,2.93,1.34,5.57,Rate not different than Statewide Rate
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Emergency PCI,2011-2013,518,23,4.44,6.24,2.00,1.27,3.00,Rate not different than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,Emergency PCI,2011-2013,459,5,1.09,2.08,1.47,0.48,3.44,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Emergency PCI,2011-2013,433,22,5.08,4.78,2.99,1.87,4.52,Rate not different than Statewide Rate
0,NYS - All Hospitals,New York State,New York State,Emergency PCI,2011-2013,24440,687,2.81,2.81,2.81,,,Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Emergency PCI,2011-2013,163,7,4.29,3.18,3.80,1.52,7.82,Rate not different than Statewide Rate
66,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2011-2013,10,0,0.00,1.37,0.00,0.00,75.48,Rate not different than Statewide Rate
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2011-2013,341,6,1.76,2.00,2.47,0.90,5.37,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2011-2013,951,28,2.94,1.93,4.30,2.86,6.21,Rate significantly higher than Statewide Rate
756,Samaritan Hospital,Capital District,Capital District,Emergency PCI,2011-2013,115,2,1.74,1.14,4.28,0.48,15.46,Rate not different than Statewide Rate
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2011-2013,383,7,1.83,2.41,2.13,0.85,4.40,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2011-2013,239,7,2.93,2.23,3.68,1.48,7.59,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Emergency PCI,2011-2013,483,23,4.76,3.42,3.92,2.48,5.88,Rate not different than Statewide Rate
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Emergency PCI,2011-2013,71,3,4.23,2.56,4.64,0.93,13.55,Rate not different than Statewide Rate
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2011-2013,187,3,1.60,2.42,1.86,0.37,5.44,Rate not different than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,Emergency PCI,2011-2013,388,16,4.12,3.35,3.46,1.97,5.62,Rate not different than Statewide Rate
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2011-2013,530,17,3.21,3.00,3.00,1.75,4.81,Rate not different than Statewide Rate
630,St. Josephs Hospital,Central NY,Central NY,Emergency PCI,2011-2013,1313,22,1.68,2.33,2.02,1.26,3.05,Rate not different than Statewide Rate
694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2011-2013,198,6,3.03,3.49,2.44,0.89,5.31,Rate not different than Statewide Rate
5,St. Peters Hospital,Capital District,Capital District,Emergency PCI,2011-2013,550,14,2.55,2.27,3.16,1.72,5.30,Rate not different than Statewide Rate
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2011-2013,895,18,2.01,2.47,2.28,1.35,3.61,Rate not different than Statewide Rate
58,UHS-Wilson Med Ctr,Central NY,Central NY,Emergency PCI,2011-2013,567,14,2.47,3.94,1.76,0.96,2.96,Rate not different than Statewide Rate
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2011-2013,224,12,5.36,3.58,4.21,2.17,7.35,Rate not different than Statewide Rate
1302,Univ. Brooklyn @ LICH,Kings,NY Metro - NYC,Emergency PCI,2011-2013,90,2,2.22,3.98,1.57,0.18,5.67,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Emergency PCI,2011-2013,298,15,5.03,2.58,5.48,3.07,9.05,Rate significantly higher than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2011-2013,1221,36,2.95,2.55,3.25,2.27,4.50,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,Emergency PCI,2011-2013,305,11,3.61,3.30,3.08,1.53,5.50,Rate not different than Statewide Rate
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2011-2013,576,15,2.60,2.21,3.31,1.85,5.46,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2011-2013,466,12,2.58,2.50,2.89,1.49,5.05,Rate not different than Statewide Rate
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2011-2013,171,4,2.34,4.09,1.61,0.43,4.12,Rate not different than Statewide Rate
511,Winthrop-Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2011-2013,407,11,2.70,3.30,2.30,1.15,4.12,Rate not different than Statewide Rate
1,Albany Med. Ctr,Capital District,Capital District,Valve or Valve/CABG,2011-2013,623,16,2.57,3.42,2.59,1.48,4.21,Rate not different than Statewide Rate
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2011-2013,99,8,8.08,1.94,14.37,6.19,28.31,Rate significantly higher than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2011-2013,226,7,3.10,2.33,4.59,1.84,9.46,Rate not different than Statewide Rate
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2011-2013,631,18,2.85,2.79,3.53,2.09,5.58,Rate not different than Statewide Rate
135,Champ.Valley Phys Hosp,Capital District,Capital District,Valve or Valve/CABG,2011-2013,75,3,4.00,1.56,8.83,1.78,25.81,Rate not different than Statewide Rate
829,Ellis Hospital,Capital District,Capital District,Valve or Valve/CABG,2011-2013,299,14,4.68,3.07,5.27,2.88,8.84,Rate not different than Statewide Rate
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2011-2013,30,1,3.33,3.87,2.98,0.04,16.56,Rate not different than Statewide Rate
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2011-2013,129,2,1.55,2.44,2.19,0.25,7.92,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2011-2013,479,16,3.34,3.50,3.30,1.88,5.36,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Valve or Valve/CABG,2011-2013,534,11,2.06,3.44,2.07,1.03,3.70,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Valve or Valve/CABG,2011-2013,490,16,3.27,3.81,2.96,1.69,4.81,Rate not different than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2011-2013,481,14,2.91,2.58,3.89,2.13,6.53,Rate not different than Statewide Rate
746,M I Bassett Hospital,Capital District,Capital District,Valve or Valve/CABG,2011-2013,102,0,0.00,3.05,0.00,0.00,4.07,Rate not different than Statewide Rate
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2011-2013,98,2,2.04,2.11,3.34,0.38,12.07,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Valve or Valve/CABG,2011-2013,426,17,3.99,4.02,3.42,1.99,5.48,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Valve or Valve/CABG,2011-2013,328,14,4.27,4.55,3.24,1.77,5.44,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2011-2013,244,12,4.92,3.22,5.27,2.72,9.21,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2011-2013,1820,55,3.02,3.36,3.10,2.34,4.04,Rate not different than Statewide Rate
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2011-2013,271,13,4.80,3.20,5.18,2.76,8.86,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2011-2013,932,34,3.65,3.47,3.63,2.51,5.07,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Valve or Valve/CABG,2011-2013,182,6,3.30,3.04,3.74,1.37,8.15,Rate not different than Statewide Rate
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2011-2013,2228,71,3.19,3.82,2.88,2.25,3.63,Rate not different than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,Valve or Valve/CABG,2011-2013,117,0,0.00,2.68,0.00,0.00,4.04,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2011-2013,1303,32,2.46,3.22,2.63,1.80,3.72,Rate not different than Statewide Rate
0,NYS - All Hospitals,New York State,New York State,Valve or Valve/CABG,2011-2013,22213,767,3.45,3.45,3.45,,,Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2011-2013,1308,41,3.13,2.69,4.03,2.89,5.47,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2011-2013,1025,55,5.37,3.77,4.91,3.70,6.39,Rate significantly higher than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2011-2013,344,10,2.91,3.75,2.68,1.28,4.92,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Valve or Valve/CABG,2011-2013,275,13,4.73,3.18,5.13,2.73,8.78,Rate not different than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2011-2013,324,14,4.32,3.07,4.86,2.65,8.15,Rate not different than Statewide Rate
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2011-2013,1831,67,3.66,3.86,3.28,2.54,4.16,Rate not different than Statewide Rate
630,St. Josephs Hospital,Central NY,Central NY,Valve or Valve/CABG,2011-2013,1104,26,2.36,3.95,2.06,1.34,3.01,Rate significantly lower than Statewide Rate
5,St. Peters Hospital,Capital District,Capital District,Valve or Valve/CABG,2011-2013,717,27,3.77,3.64,3.57,2.35,5.19,Rate not different than Statewide Rate
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2011-2013,642,35,5.45,3.37,5.58,3.89,7.76,Rate significantly higher than Statewide Rate
58,UHS-Wilson Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2011-2013,249,11,4.42,2.53,6.04,3.01,10.80,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Valve or Valve/CABG,2011-2013,97,8,8.25,4.31,6.60,2.84,13.01,Rate not different than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2011-2013,476,19,3.99,4.03,3.42,2.06,5.35,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,Valve or Valve/CABG,2011-2013,211,6,2.84,3.12,3.15,1.15,6.85,Rate not different than Statewide Rate
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2011-2013,468,13,2.78,3.44,2.79,1.48,4.77,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2011-2013,381,14,3.67,4.07,3.12,1.70,5.23,Rate not different than Statewide Rate
511,Winthrop-Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2011-2013,614,26,4.23,3.53,4.15,2.71,6.08,Rate not different than Statewide Rate
1,Albany Medical Center,Capital District,Capital District,All PCI,2011,1090,16,1.47,0.79,1.80,1.03,2.92,Rate significantly higher than Statewide Rate
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,All PCI,2011,496,3,0.60,1.02,0.57,0.12,1.68,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,All PCI,2011,479,10,2.09,1.21,1.68,0.80,3.08,Rate not different than Statewide Rate
1439,Beth Israel Med Ctr,Manhattan,NY Metro - NYC,All PCI,2011,1538,13,0.85,0.78,1.06,0.56,1.81,Rate not different than Statewide Rate
1178,Bronx-Lebanon-Cncourse,Bronx,NY Metro - NYC,All PCI,2011,67,2,2.99,1.48,1.96,0.22,7.08,Rate not different than Statewide Rate
1286,Brookdale Hosp Med Ctr,Kings,NY Metro - NYC,All PCI,2011,209,3,1.44,1.35,1.03,0.21,3.02,Rate not different than Statewide Rate
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,All PCI,2011,1214,14,1.15,0.84,1.33,0.73,2.24,Rate not different than Statewide Rate
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,All PCI,2011,159,2,1.26,1.47,0.83,0.09,3.00,Rate not different than Statewide Rate
135,Champ.Valley Phys Hosp,Capital District,Capital District,All PCI,2011,748,7,0.94,1.07,0.85,0.34,1.75,Rate not different than Statewide Rate
636,Crouse Hospital,Central NY,Central NY,All PCI,2011,379,6,1.58,1.20,1.28,0.47,2.79,Rate not different than Statewide Rate
829,Ellis Hospital,Capital District,Capital District,All PCI,2011,509,5,0.98,0.90,1.06,0.34,2.46,Rate not different than Statewide Rate
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,All PCI,2011,448,4,0.89,1.09,0.79,0.21,2.04,Rate not different than Statewide Rate
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,All PCI,2011,159,3,1.89,1.81,1.01,0.20,2.96,Rate not different than Statewide Rate
599,Faxton - St. Lukes,Central NY,Central NY,All PCI,2011,275,4,1.45,0.71,1.98,0.53,5.06,Rate not different than Statewide Rate
1005,Glens Falls Hospital,Capital District,Capital District,All PCI,2011,231,1,0.43,0.68,0.62,0.01,3.44,Rate not different than Statewide Rate
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2011,606,5,0.83,1.17,0.68,0.22,1.59,Rate not different than Statewide Rate
925,Good Sam - West Islip,NY Metro - Long Island,NY Metro - Long Island,All PCI,2011,663,4,0.60,0.54,1.09,0.29,2.79,Rate not different than Statewide Rate
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2011,256,2,0.78,0.82,0.92,0.10,3.32,Rate not different than Statewide Rate
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,All PCI,2011,220,11,5.00,1.71,2.84,1.42,5.08,Rate significantly higher than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,All PCI,2011,1812,12,0.66,0.72,0.89,0.46,1.55,Rate not different than Statewide Rate
