uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RJ,INDETERMINADA,HOSPITAL,"60 - 69",F,8
RJ,INDETERMINADA,HOSPITAL,"60 - 69",M,13
RJ,INDETERMINADA,OUTRO,"60 - 69",M,2
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,14
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,22
RJ,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,36
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,48
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,208
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,217
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,54
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,64
RJ,PNEUMONIA,DOMICILIO,"60 - 69",F,5
RJ,PNEUMONIA,DOMICILIO,"60 - 69",M,13
RJ,PNEUMONIA,HOSPITAL,"60 - 69",F,503
RJ,PNEUMONIA,HOSPITAL,"60 - 69",M,665
RJ,PNEUMONIA,IGNORADO,"60 - 69",M,1
RJ,PNEUMONIA,OUTRO,"60 - 69",M,2
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,78
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,131
RJ,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
RJ,SEPTICEMIA,DOMICILIO,"60 - 69",F,5
RJ,SEPTICEMIA,DOMICILIO,"60 - 69",M,8
RJ,SEPTICEMIA,HOSPITAL,"60 - 69",F,629
RJ,SEPTICEMIA,HOSPITAL,"60 - 69",M,728
RJ,SEPTICEMIA,OUTRO,"60 - 69",F,3
RJ,SEPTICEMIA,OUTRO,"60 - 69",M,2
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,98
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,101
RJ,SRAG,HOSPITAL,"60 - 69",F,8
RJ,SRAG,HOSPITAL,"60 - 69",M,6
RN,OUTRAS,DOMICILIO,"60 - 69",F,48
RN,OUTRAS,DOMICILIO,"60 - 69",M,80
RN,OUTRAS,HOSPITAL,"60 - 69",F,127
RN,OUTRAS,HOSPITAL,"60 - 69",I,1
RN,OUTRAS,HOSPITAL,"60 - 69",M,165
RN,OUTRAS,IGNORADO,"60 - 69",F,5
RN,OUTRAS,IGNORADO,"60 - 69",M,5
RN,OUTRAS,OUTRO,"60 - 69",F,3
RN,OUTRAS,OUTRO,"60 - 69",I,1
RN,OUTRAS,OUTRO,"60 - 69",M,11
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,10
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,10
RN,OUTRAS,POSTO_SAUDE,"60 - 69",F,2
RN,OUTRAS,VIA_PUBLICA,"60 - 69",F,5
RN,OUTRAS,VIA_PUBLICA,"60 - 69",M,12
RN,COVID,HOSPITAL,"60 - 69",F,1
RN,COVID,HOSPITAL,"60 - 69",M,6
RN,INDETERMINADA,DOMICILIO,"60 - 69",M,2
RN,INDETERMINADA,HOSPITAL,"60 - 69",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,6
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,12
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,29
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,23
RN,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,2
RN,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
RN,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",M,1
RN,PNEUMONIA,DOMICILIO,"60 - 69",F,5
RN,PNEUMONIA,DOMICILIO,"60 - 69",M,5
RN,PNEUMONIA,HOSPITAL,"60 - 69",F,45
RN,PNEUMONIA,HOSPITAL,"60 - 69",M,78
RN,PNEUMONIA,IGNORADO,"60 - 69",F,1
RN,PNEUMONIA,OUTRO,"60 - 69",F,1
RN,PNEUMONIA,OUTRO,"60 - 69",M,1
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
RN,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
RN,SEPTICEMIA,DOMICILIO,"60 - 69",F,7
RN,SEPTICEMIA,DOMICILIO,"60 - 69",M,7
RN,SEPTICEMIA,HOSPITAL,"60 - 69",F,48
RN,SEPTICEMIA,HOSPITAL,"60 - 69",M,66
RN,SEPTICEMIA,IGNORADO,"60 - 69",F,1
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
RN,SRAG,DOMICILIO,"60 - 69",F,2
RN,SRAG,HOSPITAL,"60 - 69",M,1
RO,OUTRAS,DOMICILIO,"60 - 69",F,13
RO,OUTRAS,DOMICILIO,"60 - 69",M,38
RO,OUTRAS,HOSPITAL,"60 - 69",F,70
RO,OUTRAS,HOSPITAL,"60 - 69",M,95
RO,OUTRAS,IGNORADO,"60 - 69",F,1
RO,OUTRAS,OUTRO,"60 - 69",M,7
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
RO,OUTRAS,VIA_PUBLICA,"60 - 69",M,10
RO,COVID,HOSPITAL,"60 - 69",M,4
RO,INDETERMINADA,DOMICILIO,"60 - 69",M,2
RO,INDETERMINADA,HOSPITAL,"60 - 69",F,1
RO,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,3
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,5
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,26
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,25
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
RO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RO,PNEUMONIA,DOMICILIO,"60 - 69",M,1
RO,PNEUMONIA,HOSPITAL,"60 - 69",F,20
RO,PNEUMONIA,HOSPITAL,"60 - 69",M,26
RO,SEPTICEMIA,DOMICILIO,"60 - 69",F,1
RO,SEPTICEMIA,HOSPITAL,"60 - 69",F,24
RO,SEPTICEMIA,HOSPITAL,"60 - 69",M,41
RO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RO,SRAG,HOSPITAL,"60 - 69",F,1
RR,OUTRAS,DOMICILIO,"60 - 69",F,2
RR,OUTRAS,DOMICILIO,"60 - 69",M,3
RR,OUTRAS,HOSPITAL,"60 - 69",F,14
RR,OUTRAS,HOSPITAL,"60 - 69",M,19
RR,OUTRAS,OUTRO,"60 - 69",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,7
RR,PNEUMONIA,HOSPITAL,"60 - 69",F,6
RR,PNEUMONIA,HOSPITAL,"60 - 69",M,5
RR,SEPTICEMIA,HOSPITAL,"60 - 69",F,5
RR,SEPTICEMIA,HOSPITAL,"60 - 69",M,11
RS,OUTRAS,DOMICILIO,"60 - 69",F,238
RS,OUTRAS,DOMICILIO,"60 - 69",M,474
RS,OUTRAS,HOSPITAL,"60 - 69",F,774
RS,OUTRAS,HOSPITAL,"60 - 69",I,1
RS,OUTRAS,HOSPITAL,"60 - 69",M,1180
RS,OUTRAS,IGNORADO,"60 - 69",F,6
RS,OUTRAS,IGNORADO,"60 - 69",M,8
RS,OUTRAS,OUTRO,"60 - 69",F,15
RS,OUTRAS,OUTRO,"60 - 69",M,61
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,48
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,98
RS,OUTRAS,VIA_PUBLICA,"60 - 69",F,6
RS,OUTRAS,VIA_PUBLICA,"60 - 69",M,25
RS,COVID,HOSPITAL,"60 - 69",F,16
RS,COVID,HOSPITAL,"60 - 69",M,19
RS,COVID,OUTRO,"60 - 69",F,1
RS,INDETERMINADA,DOMICILIO,"60 - 69",F,12
RS,INDETERMINADA,DOMICILIO,"60 - 69",M,24
RS,INDETERMINADA,HOSPITAL,"60 - 69",F,5
RS,INDETERMINADA,HOSPITAL,"60 - 69",M,6
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
RS,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,11
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,24
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,176
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,227
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,2
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,4
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,13
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,16
RS,PNEUMONIA,DOMICILIO,"60 - 69",F,5
RS,PNEUMONIA,DOMICILIO,"60 - 69",M,6
RS,PNEUMONIA,HOSPITAL,"60 - 69",F,259
RS,PNEUMONIA,HOSPITAL,"60 - 69",M,414
RS,PNEUMONIA,IGNORADO,"60 - 69",F,1
RS,PNEUMONIA,IGNORADO,"60 - 69",M,3
RS,PNEUMONIA,OUTRO,"60 - 69",F,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,13
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,17
RS,SEPTICEMIA,DOMICILIO,"60 - 69",F,3
RS,SEPTICEMIA,DOMICILIO,"60 - 69",M,4
RS,SEPTICEMIA,HOSPITAL,"60 - 69",F,366
RS,SEPTICEMIA,HOSPITAL,"60 - 69",M,456
RS,SEPTICEMIA,IGNORADO,"60 - 69",F,1
RS,SEPTICEMIA,IGNORADO,"60 - 69",M,1
RS,SEPTICEMIA,OUTRO,"60 - 69",F,3
RS,SEPTICEMIA,OUTRO,"60 - 69",M,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,14
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,16
RS,SRAG,HOSPITAL,"60 - 69",F,2
RS,SRAG,HOSPITAL,"60 - 69",M,7
RS,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
SC,OUTRAS,DOMICILIO,"60 - 69",F,149
SC,OUTRAS,DOMICILIO,"60 - 69",M,254
SC,OUTRAS,HOSPITAL,"60 - 69",F,469
SC,OUTRAS,HOSPITAL,"60 - 69",M,612
SC,OUTRAS,OUTRO,"60 - 69",F,9
SC,OUTRAS,OUTRO,"60 - 69",M,31
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,19
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,36
SC,OUTRAS,VIA_PUBLICA,"60 - 69",F,4
SC,OUTRAS,VIA_PUBLICA,"60 - 69",M,24
SC,COVID,HOSPITAL,"60 - 69",F,6
SC,COVID,HOSPITAL,"60 - 69",M,6
SC,INDETERMINADA,DOMICILIO,"60 - 69",F,4
SC,INDETERMINADA,DOMICILIO,"60 - 69",M,7
SC,INDETERMINADA,HOSPITAL,"60 - 69",F,3
SC,INDETERMINADA,HOSPITAL,"60 - 69",M,5
SC,INDETERMINADA,OUTRO,"60 - 69",F,1
SC,INDETERMINADA,OUTRO,"60 - 69",M,1
SC,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
SC,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,16
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,23
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,93
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,104
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
SC,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
SC,PNEUMONIA,DOMICILIO,"60 - 69",F,6
SC,PNEUMONIA,DOMICILIO,"60 - 69",M,11
SC,PNEUMONIA,HOSPITAL,"60 - 69",F,150
SC,PNEUMONIA,HOSPITAL,"60 - 69",M,232
SC,PNEUMONIA,OUTRO,"60 - 69",F,1
SC,PNEUMONIA,OUTRO,"60 - 69",M,1
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,7
SC,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
SC,SEPTICEMIA,DOMICILIO,"60 - 69",F,2
SC,SEPTICEMIA,DOMICILIO,"60 - 69",M,3
SC,SEPTICEMIA,HOSPITAL,"60 - 69",F,188
SC,SEPTICEMIA,HOSPITAL,"60 - 69",M,203
SC,SEPTICEMIA,OUTRO,"60 - 69",M,1
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
SC,SRAG,HOSPITAL,"60 - 69",F,2
SC,SRAG,HOSPITAL,"60 - 69",M,2
SE,OUTRAS,DOMICILIO,"60 - 69",F,27
SE,OUTRAS,DOMICILIO,"60 - 69",M,38
SE,OUTRAS,HOSPITAL,"60 - 69",F,71
SE,OUTRAS,HOSPITAL,"60 - 69",M,134
SE,OUTRAS,IGNORADO,"60 - 69",F,1
SE,OUTRAS,OUTRO,"60 - 69",F,1
SE,OUTRAS,OUTRO,"60 - 69",M,2
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,24
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,46
SE,OUTRAS,VIA_PUBLICA,"60 - 69",M,7
SE,COVID,HOSPITAL,"60 - 69",F,1
SE,COVID,HOSPITAL,"60 - 69",M,2
SE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
SE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SE,INDETERMINADA,DOMICILIO,"60 - 69",F,1
SE,INDETERMINADA,DOMICILIO,"60 - 69",M,3
SE,INDETERMINADA,HOSPITAL,"60 - 69",F,1
SE,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,4
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,2
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,14
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,18
SE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
SE,PNEUMONIA,DOMICILIO,"60 - 69",F,1
SE,PNEUMONIA,DOMICILIO,"60 - 69",M,1
SE,PNEUMONIA,HOSPITAL,"60 - 69",F,33
SE,PNEUMONIA,HOSPITAL,"60 - 69",M,51
SE,PNEUMONIA,IGNORADO,"60 - 69",M,2
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
SE,SEPTICEMIA,DOMICILIO,"60 - 69",F,1
SE,SEPTICEMIA,DOMICILIO,"60 - 69",M,1
SE,SEPTICEMIA,HOSPITAL,"60 - 69",F,56
SE,SEPTICEMIA,HOSPITAL,"60 - 69",M,59
SE,SEPTICEMIA,IGNORADO,"60 - 69",F,3
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SE,SRAG,HOSPITAL,"60 - 69",M,1
SP,OUTRAS,DOMICILIO,"60 - 69",F,826
SP,OUTRAS,DOMICILIO,"60 - 69",M,1542
SP,OUTRAS,HOSPITAL,"60 - 69",F,2814
SP,OUTRAS,HOSPITAL,"60 - 69",M,3966
SP,OUTRAS,IGNORADO,"60 - 69",F,27
SP,OUTRAS,IGNORADO,"60 - 69",I,136
SP,OUTRAS,IGNORADO,"60 - 69",M,33
SP,OUTRAS,OUTRO,"60 - 69",F,97
SP,OUTRAS,OUTRO,"60 - 69",M,233
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,249
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,360
SP,OUTRAS,POSTO_SAUDE,"60 - 69",M,10
SP,OUTRAS,VIA_PUBLICA,"60 - 69",F,15
SP,OUTRAS,VIA_PUBLICA,"60 - 69",M,121
SP,COVID,DOMICILIO,"60 - 69",F,4
SP,COVID,DOMICILIO,"60 - 69",M,2
SP,COVID,HOSPITAL,"60 - 69",F,65
SP,COVID,HOSPITAL,"60 - 69",M,67
SP,COVID,IGNORADO,"60 - 69",M,1
SP,COVID,OUTRO,"60 - 69",F,1
SP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
SP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,7
SP,INDETERMINADA,DOMICILIO,"60 - 69",F,13
SP,INDETERMINADA,DOMICILIO,"60 - 69",M,44
SP,INDETERMINADA,HOSPITAL,"60 - 69",F,9
SP,INDETERMINADA,HOSPITAL,"60 - 69",M,12
SP,INDETERMINADA,IGNORADO,"60 - 69",M,1
SP,INDETERMINADA,OUTRO,"60 - 69",F,2
SP,INDETERMINADA,OUTRO,"60 - 69",M,2
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
SP,INDETERMINADA,POSTO_SAUDE,"60 - 69",M,1
SP,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,3
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,60
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,87
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,585
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,673
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,3
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,3
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,14
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,11
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,46
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,67
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",M,5
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,3
SP,PNEUMONIA,DOMICILIO,"60 - 69",F,61
SP,PNEUMONIA,DOMICILIO,"60 - 69",M,162
SP,PNEUMONIA,HOSPITAL,"60 - 69",F,1208
SP,PNEUMONIA,HOSPITAL,"60 - 69",M,1915
SP,PNEUMONIA,IGNORADO,"60 - 69",F,3
SP,PNEUMONIA,IGNORADO,"60 - 69",M,6
SP,PNEUMONIA,OUTRO,"60 - 69",F,18
SP,PNEUMONIA,OUTRO,"60 - 69",M,27
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,64
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,94
SP,PNEUMONIA,POSTO_SAUDE,"60 - 69",M,1
SP,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,4
SP,SEPTICEMIA,DOMICILIO,"60 - 69",F,21
SP,SEPTICEMIA,DOMICILIO,"60 - 69",M,35
SP,SEPTICEMIA,HOSPITAL,"60 - 69",F,1343
SP,SEPTICEMIA,HOSPITAL,"60 - 69",M,1608
SP,SEPTICEMIA,IGNORADO,"60 - 69",F,4
SP,SEPTICEMIA,IGNORADO,"60 - 69",M,6
SP,SEPTICEMIA,OUTRO,"60 - 69",F,11
SP,SEPTICEMIA,OUTRO,"60 - 69",M,12
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,34
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,46
SP,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,5
SP,SRAG,HOSPITAL,"60 - 69",F,19
SP,SRAG,HOSPITAL,"60 - 69",M,20
TO,OUTRAS,DOMICILIO,"60 - 69",F,16
TO,OUTRAS,DOMICILIO,"60 - 69",M,29
TO,OUTRAS,HOSPITAL,"60 - 69",F,37
TO,OUTRAS,HOSPITAL,"60 - 69",M,60
TO,OUTRAS,IGNORADO,"60 - 69",F,1
TO,OUTRAS,OUTRO,"60 - 69",F,1
TO,OUTRAS,OUTRO,"60 - 69",M,2
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
TO,OUTRAS,VIA_PUBLICA,"60 - 69",M,4
TO,COVID,HOSPITAL,"60 - 69",F,2
TO,COVID,HOSPITAL,"60 - 69",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,3
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,5
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,12
TO,PNEUMONIA,DOMICILIO,"60 - 69",M,1
TO,PNEUMONIA,HOSPITAL,"60 - 69",F,19
TO,PNEUMONIA,HOSPITAL,"60 - 69",M,22
TO,PNEUMONIA,OUTRO,"60 - 69",M,1
TO,SEPTICEMIA,HOSPITAL,"60 - 69",F,16
TO,SEPTICEMIA,HOSPITAL,"60 - 69",M,21
TO,SRAG,HOSPITAL,"60 - 69",M,1
AC,OUTRAS,DOMICILIO,"70 - 79",F,17
AC,OUTRAS,DOMICILIO,"70 - 79",M,27
AC,OUTRAS,HOSPITAL,"70 - 79",F,34
AC,OUTRAS,HOSPITAL,"70 - 79",M,29
AC,OUTRAS,OUTRO,"70 - 79",F,1
AC,OUTRAS,OUTRO,"70 - 79",M,2
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AC,OUTRAS,VIA_PUBLICA,"70 - 79",F,1
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,1
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,9
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,11
AC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,1
AC,PNEUMONIA,DOMICILIO,"70 - 79",M,1
AC,PNEUMONIA,HOSPITAL,"70 - 79",F,31
AC,PNEUMONIA,HOSPITAL,"70 - 79",M,36
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AC,SEPTICEMIA,DOMICILIO,"70 - 79",M,3
AC,SEPTICEMIA,HOSPITAL,"70 - 79",F,16
AC,SEPTICEMIA,HOSPITAL,"70 - 79",M,18
AC,SRAG,HOSPITAL,"70 - 79",F,1
AL,OUTRAS,DOMICILIO,"70 - 79",F,118
AL,OUTRAS,DOMICILIO,"70 - 79",M,141
AL,OUTRAS,HOSPITAL,"70 - 79",F,162
AL,OUTRAS,HOSPITAL,"70 - 79",M,182
AL,OUTRAS,IGNORADO,"70 - 79",F,1
AL,OUTRAS,IGNORADO,"70 - 79",M,2
AL,OUTRAS,OUTRO,"70 - 79",F,2
AL,OUTRAS,OUTRO,"70 - 79",M,4
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,30
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,21
AL,OUTRAS,VIA_PUBLICA,"70 - 79",M,4
AL,COVID,HOSPITAL,"70 - 79",F,1
AL,COVID,HOSPITAL,"70 - 79",M,2
AL,INDETERMINADA,DOMICILIO,"70 - 79",F,1
AL,INDETERMINADA,DOMICILIO,"70 - 79",M,2
AL,INDETERMINADA,HOSPITAL,"70 - 79",F,1
AL,INDETERMINADA,HOSPITAL,"70 - 79",M,2
AL,INDETERMINADA,OUTRO,"70 - 79",M,1
AL,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AL,INDETERMINADA,VIA_PUBLICA,"70 - 79",M,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,10
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,19
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,46
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,44
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,6
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,5
AL,PNEUMONIA,DOMICILIO,"70 - 79",F,10
AL,PNEUMONIA,DOMICILIO,"70 - 79",M,12
AL,PNEUMONIA,HOSPITAL,"70 - 79",F,82
AL,PNEUMONIA,HOSPITAL,"70 - 79",M,96
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,14
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,7
AL,PNEUMONIA,POSTO_SAUDE,"70 - 79",M,1
AL,SEPTICEMIA,DOMICILIO,"70 - 79",F,7
AL,SEPTICEMIA,DOMICILIO,"70 - 79",M,7
AL,SEPTICEMIA,HOSPITAL,"70 - 79",F,91
AL,SEPTICEMIA,HOSPITAL,"70 - 79",M,100
